SubjectCode,Subject,Series,Component,MaxRawMark,A*,A,B,C,D,E
9607,Media Studies,june-2023,50,75,,54,45,36,27.0,18.0
9607,Media Studies,june-2023,60,75,,54,45,36,27.0,18.0
9483,Music,june-2023,02,100,,75,65,56,48.0,40.0
9483,Music,june-2023,03,100,,80,70,60,50.0,40.0
9483,Music,june-2023,04,100,,80,70,60,50.0,40.0
9483,Music,june-2023,05,100,,80,70,60,50.0,40.0
9483,Music,june-2023,11,100,,70,57,49,40.0,31.0
9483,Music,june-2023,12,100,,70,57,49,40.0,31.0
9483,Music,june-2023,13,100,,70,57,49,40.0,31.0
9483,Music,june-2023,50,75,,54,45,36,27.0,18.0
9483,Music,june-2023,60,75,,54,45,36,27.0,18.0
9396,Physical Education,june-2023,02,90,,64,55,47,39.0,32.0
9396,Physical Education,june-2023,04,90,,76,66,56,46.0,36.0
9396,Physical Education,june-2023,11,90,,63,58,50,42.0,34.0
9396,Physical Education,june-2023,12,90,,63,58,50,42.0,34.0
9396,Physical Education,june-2023,13,90,,63,58,50,42.0,34.0
9396,Physical Education,june-2023,31,90,,62,54,47,38.0,30.0
9396,Physical Education,june-2023,32,90,,62,54,47,38.0,30.0
9396,Physical Education,june-2023,33,90,,62,54,47,38.0,30.0
9702,Physics,june-2023,11,40,,28,25,22,19.0,17.0
9702,Physics,june-2023,12,40,,29,24,20,17.0,13.0
9702,Physics,june-2023,13,40,,29,25,22,19.0,17.0
9702,Physics,june-2023,21,60,,41,35,29,22.0,15.0
9702,Physics,june-2023,22,60,,44,38,31,24.0,16.0
9702,Physics,june-2023,23,60,,41,35,28,21.0,15.0
9702,Physics,june-2023,31,40,,30,27,24,22.0,20.0
9702,Physics,june-2023,32,40,,32,30,27,25.0,23.0
9702,Physics,june-2023,33,40,,32,29,26,23.0,20.0
9702,Physics,june-2023,34,40,,31,29,26,23.0,21.0
9702,Physics,june-2023,35,40,,30,28,25,22.0,19.0
9702,Physics,june-2023,41,100,,62,50,40,30.0,19.0
9702,Physics,june-2023,42,100,,63,51,41,31.0,20.0
9702,Physics,june-2023,43,100,,62,50,40,30.0,19.0
9702,Physics,june-2023,50,75,,60,51,43,35.0,27.0
9702,Physics,june-2023,51,30,,23,19,16,12.0,9.0
9702,Physics,june-2023,52,30,,20,16,13,10.0,7.0
9702,Physics,june-2023,53,30,,23,19,16,12.0,9.0
9702,Physics,june-2023,60,75,,56,49,41,33.0,26.0
9718,Portuguese A Level,june-2023,01,100,,78,68,61,54.0,48.0
9718,Portuguese A Level,june-2023,02,70,,51,46,40,34.0,29.0
9718,Portuguese A Level,june-2023,03,40,,32,28,24,20.0,17.0
9718,Portuguese A Level,june-2023,04,75,,55,48,44,40.0,35.0
8684,Portuguese Language AS Level,june-2023,01,100,,68,61,54,48.0,42.0
8684,Portuguese Language AS Level,june-2023,02,70,,46,40,34,29.0,24.0
8684,Portuguese Language AS Level,june-2023,03,40,,28,24,20,17.0,14.0
9990,Psychology,june-2023,11,60,,39,34,29,24.0,20.0
9990,Psychology,june-2023,12,60,,38,31,26,22.0,18.0
9990,Psychology,june-2023,13,60,,39,32,28,24.0,20.0
9990,Psychology,june-2023,21,60,,38,34,31,28.0,24.0
9990,Psychology,june-2023,22,60,,38,35,31,26.0,22.0
9990,Psychology,june-2023,23,60,,39,36,31,27.0,23.0
9990,Psychology,june-2023,31,60,,37,32,27,21.0,14.0
9990,Psychology,june-2023,32,60,,34,29,25,20.0,14.0
9990,Psychology,june-2023,33,60,,37,32,27,21.0,14.0
9990,Psychology,june-2023,41,60,,34,29,24,20.0,16.0
9990,Psychology,june-2023,42,60,,33,29,24,20.0,16.0
9990,Psychology,june-2023,43,60,,34,29,24,20.0,16.0
9990,Psychology,june-2023,50,75,,54,45,36,27.0,18.0
9990,Psychology,june-2023,60,75,,54,45,36,27.0,18.0
9699,Sociology,june-2023,11,60,,38,34,30,25.0,20.0
9699,Sociology,june-2023,12,60,,36,30,25,20.0,16.0
9699,Sociology,june-2023,13,60,,36,31,26,21.0,17.0
9699,Sociology,june-2023,21,60,,38,34,29,24.0,19.0
9699,Sociology,june-2023,22,60,,36,30,26,21.0,16.0
9699,Sociology,june-2023,23,60,,36,32,27,22.0,17.0
9699,Sociology,june-2023,31,50,,36,34,30,25.0,21.0
9699,Sociology,june-2023,32,50,,36,34,30,25.0,21.0
9699,Sociology,june-2023,33,50,,36,34,29,25.0,21.0
9699,Sociology,june-2023,41,70,,51,49,45,40.0,34.0
9699,Sociology,june-2023,42,70,,51,49,45,40.0,34.0
9699,Sociology,june-2023,43,70,,51,49,45,40.0,34.0
9699,Sociology,june-2023,50,75,,54,45,36,27.0,18.0
9699,Sociology,june-2023,60,75,,54,45,36,27.0,18.0
9719,Spanish A Level,june-2023,01,100,,78,68,60,53.0,46.0
9719,Spanish A Level,june-2023,21,70,,52,48,41,35.0,28.0
9719,Spanish A Level,june-2023,22,70,,51,46,40,34.0,28.0
9719,Spanish A Level,june-2023,23,70,,51,46,40,34.0,28.0
9719,Spanish A Level,june-2023,31,40,,32,28,24,20.0,17.0
9719,Spanish A Level,june-2023,32,40,,32,28,24,20.0,17.0
9719,Spanish A Level,june-2023,33,40,,32,28,24,20.0,17.0
9719,Spanish A Level,june-2023,41,75,,51,46,42,38.0,34.0
9719,Spanish A Level,june-2023,42,75,,51,46,42,38.0,34.0
9719,Spanish A Level,june-2023,43,75,,51,46,42,38.0,34.0
9719,Spanish A Level,june-2023,60,75,,54,45,36,27.0,18.0
8685,Spanish Language AS Level,june-2023,01,100,,68,60,53,46.0,39.0
8685,Spanish Language AS Level,june-2023,21,70,,48,41,35,28.0,22.0
8685,Spanish Language AS Level,june-2023,22,70,,46,40,34,28.0,22.0
8685,Spanish Language AS Level,june-2023,23,70,,46,40,34,28.0,22.0
8685,Spanish Language AS Level,june-2023,31,40,,28,24,20,17.0,14.0
8685,Spanish Language AS Level,june-2023,32,40,,28,24,20,17.0,14.0
8685,Spanish Language AS Level,june-2023,33,40,,28,24,20,17.0,14.0
8685,Spanish Language AS Level,june-2023,50,75,,45,36,27,18.0,9.0
8673,Spanish Literature AS Level,june-2023,41,75,,46,42,38,34.0,30.0
8673,Spanish Literature AS Level,june-2023,42,75,,46,42,38,34.0,30.0
9689,Tamil A Level,june-2023,22,70,,44,40,36,29.0,22.0
9689,Tamil A Level,june-2023,32,40,,29,25,21,18.0,15.0
9689,Tamil A Level,june-2023,42,75,,38,36,31,27.0,23.0
9689,Tamil A Level,june-2023,52,40,,30,25,21,18.0,15.0
8689,Tamil Language AS Level,june-2023,22,70,,40,34,28,22.0,16.0
8689,Tamil Language AS Level,june-2023,32,40,,25,21,18,15.0,12.0
9694,Thinking Skills,june-2023,11,50,,29,25,21,16.0,11.0
9694,Thinking Skills,june-2023,12,50,,29,25,21,16.0,11.0
9694,Thinking Skills,june-2023,13,50,,29,25,21,16.0,11.0
9694,Thinking Skills,june-2023,21,50,,26,22,18,15.0,12.0
9694,Thinking Skills,june-2023,22,50,,27,23,19,16.0,13.0
9694,Thinking Skills,june-2023,23,50,,27,23,19,16.0,13.0
9694,Thinking Skills,june-2023,31,50,,33,27,23,20.0,16.0
9694,Thinking Skills,june-2023,32,50,,31,26,23,19.0,14.0
9694,Thinking Skills,june-2023,33,50,,31,26,23,19.0,14.0
9694,Thinking Skills,june-2023,41,50,,28,24,21,18.0,15.0
9694,Thinking Skills,june-2023,42,50,,29,25,21,18.0,15.0
9694,Thinking Skills,june-2023,43,50,,29,25,21,18.0,15.0
9694,Thinking Skills,june-2023,60,75,,54,45,36,27.0,18.0
9395,Travel and Tourism,june-2023,02,50,,42,37,32,27.0,22.0
9395,Travel and Tourism,june-2023,11,100,,71,62,57,52.0,47.0
9395,Travel and Tourism,june-2023,12,100,,75,70,63,57.0,51.0
9395,Travel and Tourism,june-2023,13,100,,75,70,63,57.0,51.0
9395,Travel and Tourism,june-2023,31,50,,38,32,28,22.0,17.0
9395,Travel and Tourism,june-2023,32,50,,35,29,24,19.0,14.0
9395,Travel and Tourism,june-2023,33,50,,35,29,24,19.0,14.0
9395,Travel and Tourism,june-2023,41,50,,38,33,29,25.0,21.0
9395,Travel and Tourism,june-2023,42,50,,38,33,29,25.0,21.0
9395,Travel and Tourism,june-2023,43,50,,38,33,29,25.0,21.0
9686,Urdu A Level,june-2023,02,70,,59,53,48,43.0,35.0
9686,Urdu A Level,june-2023,03,40,,32,28,24,20.0,17.0
9686,Urdu A Level,june-2023,04,75,,56,50,45,40.0,36.0
8686,Urdu Language AS Level,june-2023,02,70,,53,47,41,35.0,29.0
8686,Urdu Language AS Level,june-2023,03,40,,28,24,20,17.0,14.0
9706,Accounting,march-2023,12,30,,22,17,14,12.0,10.0
9706,Accounting,march-2023,22,90,,45,41,34,25.0,17.0
9706,Accounting,march-2023,32,75,,45,39,32,25.0,17.0
9706,Accounting,march-2023,42,50,,34,30,24,18.0,12.0
9479,Art & Design,march-2023,01,100,,72,63,52,41.0,30.0
9479,Art & Design,march-2023,02,100,,69,58,49,40.0,31.0
9479,Art & Design,march-2023,03,100,,72,62,52,42.0,32.0
9700,Biology,march-2023,12,40,,30,26,23,20.0,
9700,Biology,march-2023,22,60,,34,28,22,16.0,
9700,Biology,march-2023,33,40,,31,28,25,22.0,
9700,Biology,march-2023,42,100,,58,49,42,35.0,
9700,Biology,march-2023,52,30,,22,20,17,13.0,
9609,Business,march-2023,12,40,,34,30,27,24.0,22.0
9609,Business,march-2023,22,60,,46,43,39,35.0,31.0
9609,Business,march-2023,32,60,,39,34,29,24.0,19.0
9609,Business,march-2023,42,40,,27,24,21,18.0,15.0
9980,Cambridge International Project,march-2023,01,80,,55,48,41,34.0,28.0
9701,Chemistry,march-2023,12,40,,28,25,20,16.0,12.0
9701,Chemistry,march-2023,22,60,,38,33,28,23.0,18.0
9701,Chemistry,march-2023,33,40,,23,21,18,15.0,12.0
9701,Chemistry,march-2023,42,100,,55,46,38,29.0,20.0
9701,Chemistry,march-2023,52,30,,23,20,16,13.0,10.0
9708,Economics,march-2023,12,30,,21,18,15,12.0,10.0
9708,Economics,march-2023,22,60,,25,22,18,15.0,11.0
9708,Economics,march-2023,32,30,,23,21,18,15.0,12.0
9708,Economics,march-2023,42,60,,33,29,25,20.0,16.0
8021,English General Paper AS Level,march-2023,12,30,,21,18,15,13.0,11.0
8021,English General Paper AS Level,march-2023,22,50,,32,29,26,22.0,19.0
9093,English Language,march-2023,12,50,,34,30,26,22.0,18.0
9093,English Language,march-2023,22,50,,34,29,25,21.0,18.0
9093,English Language,march-2023,32,50,,35,30,25,19.0,13.0
9093,English Language,march-2023,42,50,,35,29,23,18.0,13.0
9695,English Literature,march-2023,12,50,,36,32,28,23.0,18.0
9695,English Literature,march-2023,22,50,,34,30,25,21.0,17.0
9695,English Literature,march-2023,32,50,,36,31,27,22.0,17.0
9695,English Literature,march-2023,42,50,,37,31,26,22.0,17.0
9239,Global Perspectives & Research,march-2023,02,40,,27,24,22,19.0,17.0
9239,Global Perspectives & Research,march-2023,03,40,,26,24,21,19.0,17.0
9239,Global Perspectives & Research,march-2023,04,85,,57,49,42,34.0,26.0
9239,Global Perspectives & Research,march-2023,12,45,,32,29,26,23.0,19.0
9626,Information Technology,march-2023,02,90,,58,52,48,43.0,38.0
9626,Information Technology,march-2023,04,90,,73,67,59,50.0,41.0
9626,Information Technology,march-2023,12,70,,34,31,26,22.0,18.0
9626,Information Technology,march-2023,32,70,,44,37,31,25.0,19.0
9709,Mathematics,march-2023,12,75,,60,52,42,33.0,24.0
9709,Mathematics,march-2023,22,50,,38,34,28,22.0,16.0
9709,Mathematics,march-2023,32,75,,58,51,42,33.0,24.0
9709,Mathematics,march-2023,42,50,,37,30,24,17.0,10.0
9709,Mathematics,march-2023,52,50,,36,29,24,18.0,12.0
9709,Mathematics,march-2023,62,50,,39,34,28,22.0,16.0
9702,Physics,march-2023,12,40,,28,25,21,18.0,15.0
9702,Physics,march-2023,22,60,,41,35,29,22.0,14.0
9702,Physics,march-2023,33,40,,31,28,25,23.0,21.0
9702,Physics,march-2023,42,100,,60,51,43,34.0,24.0
9702,Physics,march-2023,52,30,,22,19,15,11.0,8.0
9990,Psychology,march-2023,12,60,,39,35,30,25.0,21.0
9990,Psychology,march-2023,22,60,,43,37,33,29.0,25.0
9990,Psychology,march-2023,32,60,,37,30,25,21.0,16.0
9990,Psychology,march-2023,42,60,,36,31,27,23.0,19.0
9699,Sociology,march-2023,12,60,,34,30,27,23.0,19.0
9699,Sociology,march-2023,22,60,,36,31,27,24.0,21.0
9699,Sociology,march-2023,32,50,,39,34,30,25.0,19.0
9699,Sociology,march-2023,42,70,,50,44,38,33.0,28.0
9706,Accounting,november-2022,11,30,,21,15,13,11.0,9.0
9706,Accounting,november-2022,12,30,,21,15,13,11.0,9.0
9706,Accounting,november-2022,13,30,,21,15,13,11.0,9.0
9706,Accounting,november-2022,21,90,,52,46,37,28.0,20.0
9706,Accounting,november-2022,22,90,,52,46,37,28.0,20.0
9706,Accounting,november-2022,23,90,,52,46,37,28.0,20.0
9706,Accounting,november-2022,31,150,,93,85,71,56.0,40.0
9706,Accounting,november-2022,32,150,,93,85,71,56.0,40.0
9706,Accounting,november-2022,33,150,,93,85,71,56.0,40.0
9679,Afrikaans,november-2022,02,70,,45,39,33,27.0,20.0
9679,Afrikaans,november-2022,03,40,,29,25,21,17.0,14.0
9679,Afrikaans,november-2022,04,75,,49,44,40,37.0,33.0
9679,Afrikaans,november-2022,01,100,,77,68,46,,
8679,Afrikaans Language AS Level,november-2022,02,70,,39,32,26,20.0,14.0
8679,Afrikaans Language AS Level,november-2022,03,40,,25,21,17,14.0,11.0
8679,Afrikaans Language AS Level,november-2022,01,100,,71,62,38,,
8680,Arabic Language AS Level,november-2022,21,70,,36,29,23,17.0,11.0
8680,Arabic Language AS Level,november-2022,22,70,,36,29,23,17.0,11.0
8680,Arabic Language AS Level,november-2022,31,40,,28,24,20,16.0,12.0
8680,Arabic Language AS Level,november-2022,32,40,,28,24,20,16.0,12.0
9680,Arabic A Level,november-2022,21,70,,41,36,29,23.0,17.0
9680,Arabic A Level,november-2022,22,70,,41,36,29,23.0,17.0
9680,Arabic A Level,november-2022,31,40,,32,28,24,20.0,16.0
9680,Arabic A Level,november-2022,32,40,,32,28,24,20.0,16.0
9680,Arabic A Level,november-2022,41,75,,52,47,43,39.0,35.0
9680,Arabic A Level,november-2022,42,75,,52,47,43,39.0,35.0
9680,Arabic A Level,november-2022,51,40,,33,29,25,21.0,18.0
9680,Arabic A Level,november-2022,52,40,,33,29,25,21.0,18.0
9479,Art & Design,november-2022,01,100,,72,63,52,41.0,30.0
9479,Art & Design,november-2022,02,100,,70,60,50,40.0,30.0
9479,Art & Design,november-2022,03,100,,72,62,52,42.0,32.0
9700,Biology,november-2022,11,40,,30,27,24,21.0,18.0
9700,Biology,november-2022,12,40,,28,25,21,17.0,13.0
9700,Biology,november-2022,13,40,,27,24,21,18.0,15.0
9700,Biology,november-2022,21,60,,35,31,25,20.0,15.0
9700,Biology,november-2022,22,60,,34,25,20,16.0,11.0
9700,Biology,november-2022,23,60,,31,27,22,17.0,12.0
9700,Biology,november-2022,31,40,,28,25,22,19.0,16.0
9700,Biology,november-2022,33,40,,33,29,26,23.0,20.0
9700,Biology,november-2022,34,40,,32,28,24,20.0,17.0
9700,Biology,november-2022,35,40,,32,29,26,24.0,21.0
9700,Biology,november-2022,36,40,,29,27,24,21.0,19.0
9700,Biology,november-2022,41,100,,58,51,45,38.0,30.0
9700,Biology,november-2022,42,100,,57,48,39,30.0,21.0
9700,Biology,november-2022,43,100,,58,51,45,38.0,30.0
9700,Biology,november-2022,50,75,,54,45,36,27.0,18.0
9700,Biology,november-2022,51,30,,19,16,13,10.0,8.0
9700,Biology,november-2022,52,30,,14,12,10,8.0,6.0
9700,Biology,november-2022,53,30,,19,16,13,10.0,8.0
9609,Business,november-2022,11,40,,33,30,27,25.0,23.0
9609,Business,november-2022,12,40,,31,28,25,23.0,21.0
9609,Business,november-2022,13,40,,33,28,25,23.0,21.0
9609,Business,november-2022,21,60,,44,41,38,34.0,30.0
9609,Business,november-2022,22,60,,43,41,38,34.0,30.0
9609,Business,november-2022,23,60,,43,40,36,32.0,28.0
9609,Business,november-2022,31,100,,57,51,44,37.0,30.0
9609,Business,november-2022,32,100,,54,48,41,33.0,26.0
9609,Business,november-2022,33,100,,57,51,44,37.0,30.0
9609,Business,november-2022,50,75,,51,42,33,24.0,15.0
9980,Cambridge International Project,november-2022,01,80,,55,48,41,34.0,28.0
8681,Chinese Language AS Level only,november-2022,21,70,,37,31,26,20.0,15.0
8681,Chinese Language AS Level only,november-2022,22,70,,37,31,26,20.0,15.0
8681,Chinese Language AS Level only,november-2022,23,70,,40,34,29,23.0,18.0
8681,Chinese Language AS Level only,november-2022,31,40,,27,23,19,16.0,13.0
8681,Chinese Language AS Level only,november-2022,32,40,,27,23,19,16.0,13.0
8681,Chinese Language AS Level only,november-2022,33,40,,27,23,19,16.0,13.0
9715,Chinese A Level,november-2022,21,70,,42,37,32,26.0,20.0
9715,Chinese A Level,november-2022,22,70,,42,37,32,26.0,20.0
9715,Chinese A Level,november-2022,23,70,,45,40,35,29.0,23.0
9715,Chinese A Level,november-2022,31,40,,31,27,23,19.0,16.0
9715,Chinese A Level,november-2022,32,40,,31,27,23,19.0,16.0
9715,Chinese A Level,november-2022,33,40,,31,27,23,19.0,16.0
9715,Chinese A Level,november-2022,41,75,,50,45,41,37.0,33.0
9715,Chinese A Level,november-2022,42,75,,50,45,41,37.0,33.0
9715,Chinese A Level,november-2022,43,75,,50,45,41,37.0,33.0
9715,Chinese A Level,november-2022,60,75,,43,36,29,22.0,15.0
9274,Classical Studies,november-2022,11,50,,35,30,25,20.0,16.0
9274,Classical Studies,november-2022,12,50,,35,30,25,20.0,16.0
9274,Classical Studies,november-2022,13,50,,35,30,25,20.0,16.0
9274,Classical Studies,november-2022,21,50,,34,30,25,20.0,15.0
9274,Classical Studies,november-2022,22,50,,34,30,25,20.0,15.0
9274,Classical Studies,november-2022,23,50,,34,30,25,20.0,15.0
9274,Classical Studies,november-2022,31,50,,33,29,26,22.0,18.0
9274,Classical Studies,november-2022,32,50,,33,29,26,22.0,18.0
9274,Classical Studies,november-2022,33,50,,33,29,26,22.0,18.0
9274,Classical Studies,november-2022,41,50,,35,28,24,21.0,18.0
9274,Classical Studies,november-2022,42,50,,35,28,24,21.0,18.0
9274,Classical Studies,november-2022,43,50,,35,28,24,21.0,18.0
9618,Computer Science AS & A Level,november-2022,11,75,,43,37,31,25.0,19.0
9618,Computer Science AS & A Level,november-2022,12,75,,44,38,33,28.0,22.0
9618,Computer Science AS & A Level,november-2022,13,75,,44,38,33,27.0,22.0
9618,Computer Science AS & A Level,november-2022,21,75,,41,33,26,20.0,14.0
9618,Computer Science AS & A Level,november-2022,22,75,,45,38,31,24.0,18.0
9618,Computer Science AS & A Level,november-2022,23,75,,45,38,30,23.0,16.0
9618,Computer Science AS & A Level,november-2022,31,75,,46,37,31,24.0,17.0
9618,Computer Science AS & A Level,november-2022,32,75,,47,38,32,26.0,20.0
9618,Computer Science AS & A Level,november-2022,33,75,,46,37,31,24.0,17.0
9618,Computer Science AS & A Level,november-2022,41,75,,55,45,36,27.0,18.0
9618,Computer Science AS & A Level,november-2022,42,75,,54,45,37,28.0,19.0
9618,Computer Science AS & A Level,november-2022,43,75,,55,45,36,27.0,18.0
9618,Computer Science AS & A Level,november-2022,50,75,,51,42,33,24.0,15.0
9705,Design & Technology,november-2022,02,40,,32,28,24,20.0,16.0
9705,Design & Technology,november-2022,04,40,,34,28,24,20.0,16.0
9705,Design & Technology,november-2022,11,120,,96,92,84,77.0,70.0
9705,Design & Technology,november-2022,12,120,,96,92,84,77.0,70.0
9705,Design & Technology,november-2022,13,120,,96,92,84,77.0,70.0
9705,Design & Technology,november-2022,32,120,,96,90,82,74.0,66.0
9705,Design & Technology,november-2022,33,120,,96,90,82,74.0,66.0
9631,Design & Textiles,november-2022,01,75,,49,43,38,33.0,28.0
9631,Design & Textiles,november-2022,02,100,,75,70,60,50.0,40.0
9631,Design & Textiles,november-2022,03,100,,58,51,45,39.0,33.0
9631,Design & Textiles,november-2022,04,100,,78,72,62,52.0,42.0
9481,Digital Media & Design,november-2022,01,100,,67,57,46,35.0,25.0
9481,Digital Media & Design,november-2022,02,100,,67,56,45,35.0,24.0
9481,Digital Media & Design,november-2022,03,100,,67,57,47,36.0,25.0
9011,Divinity A Level,november-2022,12,100,,63,55,48,41.0,34.0
9011,Divinity A Level,november-2022,13,100,,63,55,48,41.0,34.0
9011,Divinity A Level,november-2022,22,100,,71,65,58,51.0,45.0
9011,Divinity A Level,november-2022,23,100,,71,65,58,51.0,45.0
9011,Divinity A Level,november-2022,32,100,,65,58,53,48.0,42.0
9011,Divinity A Level,november-2022,33,100,,65,58,53,48.0,42.0
8041,Divinity AS Level,november-2022,21,100,,64,58,52,46.0,40.0
8041,Divinity AS Level,november-2022,22,100,,64,58,52,46.0,40.0
8041,Divinity AS Level,november-2022,23,100,,64,58,52,46.0,40.0
9482,Drama,november-2022,02,60,,48,42,35,29.0,23.0
9482,Drama,november-2022,03,60,,49,43,37,30.0,24.0
9482,Drama,november-2022,04,60,,46,37,31,25.0,18.0
9482,Drama,november-2022,11,60,,35,30,25,20.0,15.0
9482,Drama,november-2022,12,60,,35,30,25,20.0,15.0
9482,Drama,november-2022,13,60,,35,30,25,20.0,15.0
9708,Economics,november-2022,11,30,,22,20,17,14.0,11.0
9708,Economics,november-2022,12,30,,24,22,19,16.0,13.0
9708,Economics,november-2022,13,30,,23,20,17,14.0,12.0
9708,Economics,november-2022,21,40,,19,15,12,10.0,7.0
9708,Economics,november-2022,22,40,,21,18,15,12.0,9.0
9708,Economics,november-2022,23,40,,21,18,16,13.0,9.0
9708,Economics,november-2022,31,30,,22,20,18,16.0,15.0
9708,Economics,november-2022,32,30,,22,18,16,14.0,13.0
9708,Economics,november-2022,33,30,,22,19,17,15.0,13.0
9708,Economics,november-2022,41,70,,42,37,33,29.0,25.0
9708,Economics,november-2022,42,70,,42,37,33,29.0,24.0
9708,Economics,november-2022,43,70,,42,36,32,28.0,24.0
9708,Economics,november-2022,50,75,,51,42,33,24.0,15.0
8021,Engish General Paper AS Level,november-2022,11,30,,20,17,15,13.0,12.0
8021,Engish General Paper AS Level,november-2022,12,30,,20,17,15,13.0,12.0
8021,Engish General Paper AS Level,november-2022,13,30,,20,17,15,13.0,12.0
8021,Engish General Paper AS Level,november-2022,21,50,,27,25,22,19.0,15.0
8021,Engish General Paper AS Level,november-2022,22,50,,27,25,22,19.0,15.0
8021,Engish General Paper AS Level,november-2022,23,50,,28,26,23,20.0,16.0
9093,English Language,november-2022,11,50,,33,29,25,21.0,18.0
9093,English Language,november-2022,12,50,,33,29,25,21.0,18.0
9093,English Language,november-2022,13,50,,33,29,25,21.0,18.0
9093,English Language,november-2022,21,50,,33,28,25,22.0,18.0
9093,English Language,november-2022,22,50,,33,28,25,22.0,18.0
9093,English Language,november-2022,23,50,,33,28,25,22.0,18.0
9093,English Language,november-2022,31,50,,35,29,23,18.0,12.0
9093,English Language,november-2022,32,50,,35,29,23,18.0,12.0
9093,English Language,november-2022,33,50,,35,29,23,18.0,12.0
9093,English Language,november-2022,41,50,,35,30,25,19.0,13.0
9093,English Language,november-2022,42,50,,35,30,25,19.0,13.0
9093,English Language,november-2022,43,50,,35,30,25,19.0,13.0
9695,English Literature,november-2022,11,50,,37,33,29,25.0,21.0
9695,English Literature,november-2022,12,50,,37,33,29,25.0,21.0
9695,English Literature,november-2022,13,50,,37,33,29,25.0,21.0
9695,English Literature,november-2022,21,50,,30,27,23,20.0,17.0
9695,English Literature,november-2022,22,50,,30,27,23,20.0,17.0
9695,English Literature,november-2022,23,50,,30,27,23,20.0,17.0
9695,English Literature,november-2022,31,50,,33,28,25,21.0,17.0
9695,English Literature,november-2022,32,50,,33,28,25,21.0,17.0
9695,English Literature,november-2022,33,50,,33,28,25,21.0,17.0
9695,English Literature,november-2022,41,50,,38,32,27,23.0,18.0
9695,English Literature,november-2022,42,50,,38,32,27,23.0,18.0
9695,English Literature,november-2022,43,50,,38,32,27,23.0,18.0
9695,English Literature,november-2022,50,75,,51,42,33,24.0,15.0
8695,English Language and Literature AS Level,november-2022,11,50,,33,28,25,22.0,18.0
8695,English Language and Literature AS Level,november-2022,12,50,,33,28,25,22.0,18.0
8695,English Language and Literature AS Level,november-2022,13,50,,33,28,25,22.0,18.0
8695,English Language and Literature AS Level,november-2022,21,50,,37,33,29,25.0,21.0
8695,English Language and Literature AS Level,november-2022,22,50,,37,33,29,25.0,21.0
8695,English Language and Literature AS Level,november-2022,23,50,,37,33,29,25.0,21.0
8695,English Language and Literature AS Level,november-2022,50,75,,51,42,33,24.0,15.0
8291,Environmental Management,november-2022,11,80,,50,43,38,33.0,27.0
8291,Environmental Management,november-2022,12,80,,49,43,38,34.0,30.0
8291,Environmental Management,november-2022,13,80,,50,43,38,33.0,27.0
8291,Environmental Management,november-2022,21,80,,49,44,39,34.0,30.0
8291,Environmental Management,november-2022,22,80,,52,45,40,35.0,30.0
8291,Environmental Management,november-2022,23,80,,49,44,39,34.0,30.0
9716,French A Level,november-2022,01,100,,75,67,59,52.0,45.0
9716,French A Level,november-2022,22,70,,43,38,33,29.0,25.0
9716,French A Level,november-2022,23,70,,39,34,29,25.0,21.0
9716,French A Level,november-2022,32,40,,28,24,20,17.0,14.0
9716,French A Level,november-2022,33,40,,28,24,20,17.0,14.0
9716,French A Level,november-2022,42,75,,54,48,44,38.0,32.0
9716,French A Level,november-2022,43,75,,54,48,44,38.0,32.0
8682,French Language AS Level,november-2022,01,100,,67,59,52,45.0,38.0
8682,French Language AS Level,november-2022,21,70,,34,29,25,21.0,17.0
8682,French Language AS Level,november-2022,22,70,,38,33,29,25.0,21.0
8682,French Language AS Level,november-2022,23,70,,34,29,25,21.0,17.0
8682,French Language AS Level,november-2022,31,40,,24,20,17,14.0,11.0
8682,French Language AS Level,november-2022,32,40,,24,20,17,14.0,11.0
8682,French Language AS Level,november-2022,33,40,,24,20,17,14.0,11.0
9696,Geography,november-2022,11,60,,36,32,27,22.0,17.0
9696,Geography,november-2022,12,60,,35,32,28,23.0,19.0
9696,Geography,november-2022,13,60,,36,32,27,22.0,17.0
9696,Geography,november-2022,21,60,,35,31,27,23.0,19.0
9696,Geography,november-2022,22,60,,31,27,23,20.0,17.0
9696,Geography,november-2022,23,60,,35,31,27,23.0,19.0
9696,Geography,november-2022,31,60,,34,30,27,22.0,18.0
9696,Geography,november-2022,32,60,,32,29,26,23.0,19.0
9696,Geography,november-2022,33,60,,34,30,27,22.0,18.0
9696,Geography,november-2022,41,60,,32,28,24,21.0,18.0
9696,Geography,november-2022,42,60,,32,28,25,22.0,19.0
9696,Geography,november-2022,43,60,,32,28,24,21.0,18.0
9696,Geography,november-2022,50,75,,51,42,33,24.0,15.0
9717,German A Level,november-2022,01,100,,76,66,58,51.0,44.0
9717,German A Level,november-2022,22,70,,50,44,38,32.0,25.0
9717,German A Level,november-2022,23,70,,50,44,38,32.0,25.0
9717,German A Level,november-2022,32,40,,30,26,22,18.0,15.0
9717,German A Level,november-2022,33,40,,30,26,22,18.0,15.0
9717,German A Level,november-2022,42,75,,51,46,42,38.0,34.0
9717,German A Level,november-2022,43,75,,51,46,42,38.0,34.0
8683,German Language AS Level,november-2022,01,100,,66,58,51,44.0,37.0
8683,German Language AS Level,november-2022,22,70,,44,37,31,25.0,19.0
8683,German Language AS Level,november-2022,23,70,,44,37,31,25.0,19.0
8683,German Language AS Level,november-2022,32,40,,26,22,18,15.0,12.0
