SubjectCode,Subject,Series,Component,MaxRawMark,A*,A,B,C,D,E
9706,Accounting,march-2025,12,30,,22,18,15,13.0,11.0
9706,Accounting,march-2025,22,90,,60,50,42,34.0,25.0
9706,Accounting,march-2025,32,75,,47,40,33,25.0,17.0
9706,Accounting,march-2025,42,50,,36,33,27,22.0,16.0
9479,Art & Design,march-2025,01,100,,75,65,55,45.0,35.0
9479,Art & Design,march-2025,02,100,,72,62,52,42.0,32.0
9479,Art & Design,march-2025,03,100,,75,65,55,45.0,35.0
9700,Biology,march-2025,12,40,,30,27,23,20.0,17.0
9700,Biology,march-2025,22,60,,38,35,30,24.0,18.0
9700,Biology,march-2025,33,40,,34,31,28,25.0,23.0
9700,Biology,march-2025,42,100,,69,61,53,45.0,37.0
9700,Biology,march-2025,52,30,,23,20,17,14.0,11.0
9609,Business,march-2025,12,40,,37,33,30,27.0,25.0
9609,Business,march-2025,22,60,,48,44,39,34.0,29.0
9609,Business,march-2025,32,60,,41,37,33,28.0,22.0
9609,Business,march-2025,42,40,,27,24,20,16.0,13.0
9980,Cambridge International Project,march-2025,01,80,,57,50,43,36.0,30.0
9701,Chemistry,march-2025,12,40,,29,27,22,17.0,13.0
9701,Chemistry,march-2025,22,60,,43,37,33,28.0,23.0
9701,Chemistry,march-2025,33,40,,25,22,19,16.0,13.0
9701,Chemistry,march-2025,42,100,,61,54,45,35.0,24.0
9701,Chemistry,march-2025,52,30,,23,18,15,12.0,10.0
9708,Economics,march-2025,12,30,,23,20,17,14.0,12.0
9708,Economics,march-2025,22,60,,29,26,22,19.0,15.0
9708,Economics,march-2025,32,30,,23,21,18,15.0,13.0
9708,Economics,march-2025,42,60,,35,30,26,22.0,17.0
8021,English General Paper AS Level,march-2025,12,30,,22,19,17,15.0,13.0
8021,English General Paper AS Level,march-2025,22,50,,35,32,28,24.0,20.0
9093,English Language,march-2025,12,50,,35,30,27,24.0,20.0
9093,English Language,march-2025,22,50,,34,29,25,21.0,18.0
9093,English Language,march-2025,32,50,,37,31,25,20.0,15.0
9093,English Language,march-2025,42,50,,37,32,27,21.0,15.0
9695,English Literature,march-2025,12,50,,36,32,28,24.0,20.0
9695,English Literature,march-2025,22,50,,35,31,26,22.0,18.0
9695,English Literature,march-2025,32,50,,39,33,29,24.0,20.0
9695,English Literature,march-2025,42,50,,40,34,29,25.0,19.0
9239,Global Perspectives & Research,march-2025,02,40,,29,26,23,21.0,19.0
9239,Global Perspectives & Research,march-2025,03,40,,27,25,23,21.0,19.0
9239,Global Perspectives & Research,march-2025,04,85,,57,52,46,40.0,34.0
9239,Global Perspectives & Research,march-2025,12,45,,33,31,28,25.0,22.0
9489,History,march-2025,12,40,,23,20,17,14.0,12.0
9489,History,march-2025,22,60,,37,32,27,23.0,18.0
9489,History,march-2025,32,40,,32,28,24,21.0,18.0
9489,History,march-2025,42,60,,44,39,35,30.0,24.0
9626,Information Technology,march-2025,02,90,,60,54,49,46.0,41.0
9626,Information Technology,march-2025,04,90,,71,66,57,45.0,35.0
9626,Information Technology,march-2025,12,70,,38,35,30,25.0,21.0
9626,Information Technology,march-2025,32,70,,43,38,32,27.0,22.0
9709,Mathematics,march-2025,12,75,,61,55,45,36.0,27.0
9709,Mathematics,march-2025,22,50,,40,36,29,22.0,15.0
9709,Mathematics,march-2025,32,75,,64,56,46,36.0,25.0
9709,Mathematics,march-2025,42,50,,44,38,32,26.0,20.0
9709,Mathematics,march-2025,52,50,,43,38,33,27.0,22.0
9709,Mathematics,march-2025,62,50,,45,39,32,26.0,20.0
9702,Physics,march-2025,12,40,,30,27,24,21.0,17.0
9702,Physics,march-2025,22,60,,45,40,34,27.0,20.0
9702,Physics,march-2025,33,40,,32,30,27,24.0,22.0
9702,Physics,march-2025,42,100,,65,56,46,35.0,23.0
9702,Physics,march-2025,52,30,,22,18,15,12.0,10.0
9990,Psychology,march-2025,12,60,,40,35,30,26.0,21.0
9990,Psychology,march-2025,22,60,,38,34,30,26.0,23.0
9990,Psychology,march-2025,32,60,,34,29,25,21.0,16.0
9990,Psychology,march-2025,42,60,,35,30,26,22.0,18.0
9699,Sociology,march-2025,12,60,,39,36,32,28.0,23.0
9699,Sociology,march-2025,22,60,,37,33,29,25.0,22.0
9699,Sociology,march-2025,32,50,,40,36,32,27.0,21.0
9699,Sociology,march-2025,42,70,,51,46,40,35.0,30.0
9706,Accounting,november-2024,11,30,,22,17,14,12.0,10.0
9706,Accounting,november-2024,12,30,,24,19,16,13.0,11.0
9706,Accounting,november-2024,13,30,,23,18,15,13.0,11.0
9706,Accounting,november-2024,21,90,,54,45,38,29.0,21.0
9706,Accounting,november-2024,22,90,,55,45,36,28.0,19.0
9706,Accounting,november-2024,23,90,,55,45,37,29.0,20.0
9706,Accounting,november-2024,31,75,,40,35,30,24.0,17.0
9706,Accounting,november-2024,32,75,,42,37,32,26.0,19.0
9706,Accounting,november-2024,33,75,,42,37,32,26.0,19.0
9706,Accounting,november-2024,41,50,,36,33,27,21.0,16.0
9706,Accounting,november-2024,42,50,,34,31,25,19.0,14.0
9706,Accounting,november-2024,43,50,,34,31,25,19.0,14.0
8679,Afrikaans Language AS Level,november-2024,02,70,,36,30,24,17.0,11.0
8679,Afrikaans Language AS Level,november-2024,03,40,,26,22,19,16.0,13.0
8679,Afrikaans Language AS Level,november-2024,01,100,,73,64,40,,
9680,Arabic A Level,november-2024,22,70,,41,36,30,24.0,18.0
9680,Arabic A Level,november-2024,32,40,,33,29,25,21.0,17.0
9680,Arabic A Level,november-2024,42,75,,53,48,44,40.0,36.0
9680,Arabic A Level,november-2024,52,40,,34,30,26,22.0,19.0
8680,Arabic Language AS Level,november-2024,22,70,,36,30,24,18.0,12.0
8680,Arabic Language AS Level,november-2024,32,40,,29,25,21,17.0,13.0
9479,Art and Design,november-2024,01,100,,75,65,55,45.0,35.0
9479,Art and Design,november-2024,02,100,,72,62,52,42.0,32.0
9479,Art and Design,november-2024,03,100,,75,65,55,45.0,35.0
9484,Biblical Studies,november-2024,11,50,,35,32,28,25.0,22.0
9484,Biblical Studies,november-2024,12,50,,35,32,28,25.0,22.0
9484,Biblical Studies,november-2024,13,50,,35,32,28,25.0,22.0
9484,Biblical Studies,november-2024,21,50,,31,28,25,22.0,19.0
9484,Biblical Studies,november-2024,22,50,,31,28,25,22.0,19.0
9484,Biblical Studies,november-2024,23,50,,31,28,25,22.0,19.0
9484,Biblical Studies,november-2024,32,50,,36,32,28,24.0,21.0
9484,Biblical Studies,november-2024,42,50,,38,33,29,24.0,19.0
9700,Biology,november-2024,11,40,,29,27,25,21.0,19.0
9700,Biology,november-2024,12,40,,29,26,23,20.0,17.0
9700,Biology,november-2024,13,40,,31,28,24,20.0,17.0
9700,Biology,november-2024,21,60,,40,33,27,23.0,17.0
9700,Biology,november-2024,22,60,,40,33,27,22.0,16.0
9700,Biology,november-2024,23,60,,36,30,24,19.0,13.0
9700,Biology,november-2024,31,40,,29,27,24,21.0,19.0
9700,Biology,november-2024,33,40,,31,29,26,23.0,21.0
9700,Biology,november-2024,34,40,,31,29,26,24.0,22.0
9700,Biology,november-2024,35,40,,27,23,20,17.0,15.0
9700,Biology,november-2024,36,40,,31,28,25,22.0,19.0
9700,Biology,november-2024,41,100,,61,52,45,37.0,28.0
9700,Biology,november-2024,42,100,,62,54,45,36.0,27.0
9700,Biology,november-2024,43,100,,61,52,45,37.0,28.0
9700,Biology,november-2024,51,30,,23,20,17,14.0,12.0
9700,Biology,november-2024,52,30,,17,15,13,11.0,9.0
9700,Biology,november-2024,53,30,,23,20,17,14.0,12.0
9609,Business,november-2024,11,40,,33,30,27,24.0,22.0
9609,Business,november-2024,12,40,,33,29,26,24.0,22.0
9609,Business,november-2024,13,40,,36,34,31,28.0,25.0
9609,Business,november-2024,21,60,,47,44,39,35.0,30.0
9609,Business,november-2024,22,60,,47,44,39,33.0,28.0
9609,Business,november-2024,23,60,,44,41,37,34.0,31.0
9609,Business,november-2024,31,60,,40,36,32,27.0,22.0
9609,Business,november-2024,32,60,,37,34,31,27.0,23.0
9609,Business,november-2024,33,60,,41,38,34,29.0,24.0
9609,Business,november-2024,41,40,,26,23,19,15.0,12.0
9609,Business,november-2024,42,40,,23,20,17,15.0,12.0
9609,Business,november-2024,43,40,,30,28,25,23.0,21.0
9609,Business,november-2024,50,75,,54,45,36,27.0,18.0
9609,Business,november-2024,60,75,,54,45,36,27.0,18.0
9701,Chemistry,november-2024,11,40,,27,22,19,16.0,12.0
9701,Chemistry,november-2024,12,40,,25,21,18,14.0,11.0
9701,Chemistry,november-2024,13,40,,27,22,19,16.0,12.0
9701,Chemistry,november-2024,21,60,,41,32,28,23.0,18.0
9701,Chemistry,november-2024,22,60,,40,34,29,24.0,18.0
9701,Chemistry,november-2024,23,60,,41,32,28,23.0,18.0
9701,Chemistry,november-2024,31,40,,24,22,19,16.0,14.0
9701,Chemistry,november-2024,33,40,,23,20,16,13.0,10.0
9701,Chemistry,november-2024,34,40,,26,24,20,17.0,14.0
9701,Chemistry,november-2024,35,40,,24,22,19,16.0,14.0
9701,Chemistry,november-2024,36,40,,26,24,20,17.0,14.0
9701,Chemistry,november-2024,41,100,,70,61,49,37.0,24.0
9701,Chemistry,november-2024,42,100,,67,58,47,35.0,22.0
9701,Chemistry,november-2024,43,100,,70,61,49,37.0,24.0
9701,Chemistry,november-2024,51,30,,23,20,17,14.0,11.0
9701,Chemistry,november-2024,52,30,,24,21,17,14.0,11.0
9701,Chemistry,november-2024,53,30,,23,20,17,14.0,11.0
9868,Chinese Language and Literature A Level,november-2024,11,40,,33,30,27,22.0,18.0
9868,Chinese Language and Literature A Level,november-2024,12,40,,33,30,27,22.0,18.0
9868,Chinese Language and Literature A Level,november-2024,13,40,,33,30,27,22.0,18.0
9868,Chinese Language and Literature A Level,november-2024,21,40,,28,24,20,17.0,14.0
9868,Chinese Language and Literature A Level,november-2024,22,40,,28,24,20,17.0,14.0
9868,Chinese Language and Literature A Level,november-2024,23,40,,28,24,20,17.0,14.0
9868,Chinese Language and Literature A Level,november-2024,31,40,,28,24,20,17.0,14.0
9868,Chinese Language and Literature A Level,november-2024,32,40,,28,24,20,17.0,14.0
9868,Chinese Language and Literature A Level,november-2024,33,40,,28,24,20,17.0,14.0
8238,Chinese Language AS Level,november-2024,04,65,,52,48,42,37.0,32.0
8238,Chinese Language AS Level,november-2024,11,40,,31,27,23,18.0,14.0
8238,Chinese Language AS Level,november-2024,12,40,,31,27,23,18.0,14.0
8238,Chinese Language AS Level,november-2024,13,40,,31,27,23,18.0,14.0
8238,Chinese Language AS Level,november-2024,21,40,,31,27,23,18.0,13.0
8238,Chinese Language AS Level,november-2024,22,40,,31,27,23,18.0,13.0
8238,Chinese Language AS Level,november-2024,23,40,,31,27,23,18.0,13.0
8238,Chinese Language AS Level,november-2024,31,40,,32,28,24,21.0,18.0
8238,Chinese Language AS Level,november-2024,32,40,,32,28,24,21.0,18.0
8238,Chinese Language AS Level,november-2024,33,40,,32,28,24,21.0,18.0
9274,Classical Studies,november-2024,11,50,,35,30,25,20.0,16.0
9274,Classical Studies,november-2024,12,50,,35,30,25,20.0,16.0
9274,Classical Studies,november-2024,13,50,,35,30,25,20.0,16.0
9274,Classical Studies,november-2024,21,50,,34,30,25,20.0,15.0
9274,Classical Studies,november-2024,22,50,,34,30,25,20.0,15.0
9274,Classical Studies,november-2024,23,50,,34,30,25,20.0,15.0
9274,Classical Studies,november-2024,31,50,,35,30,27,23.0,19.0
9274,Classical Studies,november-2024,32,50,,35,30,27,23.0,19.0
9274,Classical Studies,november-2024,33,50,,35,30,27,23.0,19.0
9274,Classical Studies,november-2024,41,50,,37,29,25,22.0,19.0
9274,Classical Studies,november-2024,42,50,,37,29,25,22.0,19.0
9274,Classical Studies,november-2024,43,50,,37,29,25,22.0,19.0
9618,Computer Science,november-2024,11,75,,47,39,32,24.0,16.0
9618,Computer Science,november-2024,12,75,,44,37,30,23.0,16.0
9618,Computer Science,november-2024,13,75,,46,38,32,25.0,18.0
9618,Computer Science,november-2024,21,75,,45,38,30,22.0,15.0
9618,Computer Science,november-2024,22,75,,42,34,26,19.0,12.0
9618,Computer Science,november-2024,23,75,,47,39,31,24.0,17.0
9618,Computer Science,november-2024,31,75,,49,40,35,29.0,23.0
9618,Computer Science,november-2024,32,75,,55,47,41,34.0,27.0
9618,Computer Science,november-2024,33,75,,49,40,35,29.0,23.0
9618,Computer Science,november-2024,41,75,,52,41,32,24.0,16.0
9618,Computer Science,november-2024,42,75,,42,33,26,19.0,12.0
9618,Computer Science,november-2024,43,75,,52,41,32,24.0,16.0
9705,Design and Technology,november-2024,02,40,,32,28,24,20.0,16.0
9705,Design and Technology,november-2024,04,40,,34,28,24,20.0,16.0
9705,Design and Technology,november-2024,11,120,,106,103,94,85.0,76.0
9705,Design and Technology,november-2024,12,120,,106,103,94,85.0,76.0
9705,Design and Technology,november-2024,13,120,,106,103,94,85.0,76.0
9705,Design and Technology,november-2024,32,120,,96,93,87,81.0,76.0
9705,Design and Technology,november-2024,33,120,,96,93,87,81.0,76.0
9481,Digital Media & Design,november-2024,01,100,,70,60,49,38.0,28.0
9481,Digital Media & Design,november-2024,02,100,,70,60,49,39.0,28.0
9481,Digital Media & Design,november-2024,03,100,,70,60,50,39.0,28.0
9482,Drama,november-2024,02,60,,50,44,37,31.0,25.0
9482,Drama,november-2024,03,60,,51,45,39,33.0,26.0
9482,Drama,november-2024,04,60,,48,39,33,26.0,20.0
9482,Drama,november-2024,11,60,,39,34,29,24.0,19.0
9482,Drama,november-2024,12,60,,39,34,29,24.0,19.0
9482,Drama,november-2024,13,60,,39,34,29,24.0,19.0
9708,Economics,november-2024,11,30,,23,20,18,16.0,14.0
9708,Economics,november-2024,12,30,,23,20,17,14.0,12.0
9708,Economics,november-2024,13,30,,25,22,19,16.0,14.0
9708,Economics,november-2024,21,60,,25,22,18,14.0,10.0
9708,Economics,november-2024,22,60,,24,22,18,15.0,11.0
9708,Economics,november-2024,23,60,,24,21,17,14.0,10.0
9708,Economics,november-2024,31,30,,23,20,18,16.0,14.0
9708,Economics,november-2024,32,30,,24,19,17,16.0,14.0
9708,Economics,november-2024,33,30,,23,19,17,16.0,14.0
9708,Economics,november-2024,41,60,,38,31,28,25.0,22.0
9708,Economics,november-2024,42,60,,39,32,28,23.0,18.0
9708,Economics,november-2024,43,60,,38,32,28,23.0,18.0
8021,English General Paper AS Level,november-2024,11,30,,22,19,17,15.0,13.0
8021,English General Paper AS Level,november-2024,12,30,,22,19,17,15.0,13.0
8021,English General Paper AS Level,november-2024,13,30,,22,19,17,15.0,13.0
8021,English General Paper AS Level,november-2024,21,50,,30,28,26,23.0,20.0
8021,English General Paper AS Level,november-2024,22,50,,31,29,27,24.0,21.0
8021,English General Paper AS Level,november-2024,23,50,,33,31,29,26.0,23.0
9093,English Language A Level,november-2024,11,50,,34,29,25,22.0,19.0
9093,English Language A Level,november-2024,12,50,,34,29,25,22.0,19.0
9093,English Language A Level,november-2024,13,50,,34,29,25,22.0,19.0
9093,English Language A Level,november-2024,21,50,,32,27,24,21.0,18.0
9093,English Language A Level,november-2024,22,50,,32,27,24,21.0,18.0
9093,English Language A Level,november-2024,23,50,,32,27,24,21.0,18.0
9093,English Language A Level,november-2024,31,50,,36,31,26,21.0,15.0
9093,English Language A Level,november-2024,32,50,,36,31,26,21.0,15.0
9093,English Language A Level,november-2024,33,50,,36,31,26,21.0,15.0
9093,English Language A Level,november-2024,41,50,,37,32,27,21.0,16.0
9093,English Language A Level,november-2024,42,50,,37,32,27,21.0,16.0
9093,English Language A Level,november-2024,43,50,,37,32,27,21.0,16.0
8291,Environmental Management AS Level,november-2024,11,80,,50,42,37,32.0,28.0
8291,Environmental Management AS Level,november-2024,12,80,,50,42,37,32.0,28.0
8291,Environmental Management AS Level,november-2024,13,80,,50,42,37,32.0,28.0
8291,Environmental Management AS Level,november-2024,21,80,,50,42,38,34.0,29.0
8291,Environmental Management AS Level,november-2024,22,80,,50,42,38,34.0,29.0
8291,Environmental Management AS Level,november-2024,23,80,,50,42,38,34.0,29.0
8682,French Language AS Level,november-2024,01,100,,68,60,53,46.0,39.0
8682,French Language AS Level,november-2024,21,70,,39,34,30,26.0,22.0
8682,French Language AS Level,november-2024,22,70,,39,34,30,26.0,22.0
8682,French Language AS Level,november-2024,23,70,,39,34,30,26.0,22.0
8682,French Language AS Level,november-2024,31,40,,25,21,18,15.0,12.0
8682,French Language AS Level,november-2024,32,40,,25,21,18,15.0,12.0
8682,French Language AS Level,november-2024,33,40,,25,21,18,15.0,12.0
9231,Further Mathematics A Level,november-2024,11,75,,49,40,33,27.0,20.0
9231,Further Mathematics A Level,november-2024,12,75,,49,40,33,27.0,20.0
9231,Further Mathematics A Level,november-2024,13,75,,49,40,33,27.0,20.0
9231,Further Mathematics A Level,november-2024,21,75,,69,63,55,46.0,37.0
9231,Further Mathematics A Level,november-2024,22,75,,69,63,55,46.0,37.0
9231,Further Mathematics A Level,november-2024,23,75,,69,63,55,46.0,37.0
9231,Further Mathematics A Level,november-2024,31,50,,25,17,14,10.0,7.0
9231,Further Mathematics A Level,november-2024,32,50,,25,17,14,10.0,7.0
9231,Further Mathematics A Level,november-2024,33,50,,25,17,14,10.0,7.0
9231,Further Mathematics A Level,november-2024,41,50,,41,36,30,25.0,19.0
9231,Further Mathematics A Level,november-2024,42,50,,41,36,30,25.0,19.0
9231,Further Mathematics A Level,november-2024,43,50,,41,36,30,25.0,19.0
9696,Geography,november-2024,11,60,,34,30,26,22.0,18.0
9696,Geography,november-2024,12,60,,34,30,26,22.0,18.0
9696,Geography,november-2024,13,60,,34,30,26,22.0,18.0
9696,Geography,november-2024,21,60,,35,30,26,23.0,20.0
9696,Geography,november-2024,22,60,,33,28,25,22.0,20.0
9696,Geography,november-2024,23,60,,35,30,26,23.0,20.0
9696,Geography,november-2024,31,60,,34,30,27,24.0,20.0
9696,Geography,november-2024,32,60,,34,30,27,24.0,20.0
9696,Geography,november-2024,33,60,,34,30,27,24.0,20.0
9696,Geography,november-2024,41,60,,33,29,26,22.0,19.0
9696,Geography,november-2024,42,60,,33,29,26,22.0,19.0
9696,Geography,november-2024,43,60,,33,29,26,22.0,19.0
9717,German A Level,november-2024,01,100,,78,68,60,53.0,46.0
9717,German A Level,november-2024,22,70,,52,46,40,34.0,27.0
9717,German A Level,november-2024,23,70,,52,46,40,34.0,27.0
9717,German A Level,november-2024,32,40,,32,28,24,20.0,17.0
9717,German A Level,november-2024,33,40,,32,28,24,20.0,17.0
9717,German A Level,november-2024,42,75,,52,47,43,39.0,35.0
9717,German A Level,november-2024,43,75,,52,47,43,39.0,35.0
8683,German Language AS Level,november-2024,01,100,,68,60,53,46.0,39.0
8683,German Language AS Level,november-2024,22,70,,46,39,33,27.0,21.0
8683,German Language AS Level,november-2024,23,70,,46,39,33,27.0,21.0
8683,German Language AS Level,november-2024,32,40,,28,24,20,17.0,14.0
8683,German Language AS Level,november-2024,33,40,,28,24,20,17.0,14.0
9239,Global Perspectives & Research,november-2024,02,40,,29,26,23,21.0,19.0
9239,Global Perspectives & Research,november-2024,03,40,,27,25,23,21.0,19.0
9239,Global Perspectives & Research,november-2024,04,85,,57,52,46,40.0,34.0
9239,Global Perspectives & Research,november-2024,11,45,,32,29,26,23.0,20.0
9239,Global Perspectives & Research,november-2024,12,45,,32,29,26,23.0,20.0
9239,Global Perspectives & Research,november-2024,13,45,,32,29,26,23.0,20.0
9487,Hinduism,november-2024,01,60,,41,34,28,22.0,16.0
9487,Hinduism,november-2024,02,60,,34,29,24,19.0,15.0
9487,Hinduism,november-2024,03,60,,36,30,24,18.0,12.0
9487,Hinduism,november-2024,04,60,,36,30,25,20.0,15.0
9489,History,november-2024,11,40,,23,20,17,14.0,12.0
9489,History,november-2024,12,40,,23,20,17,14.0,12.0
9489,History,november-2024,13,40,,23,20,17,14.0,12.0
9489,History,november-2024,21,60,,39,35,30,25.0,20.0
9489,History,november-2024,22,60,,39,35,30,25.0,20.0
9489,History,november-2024,23,60,,39,35,30,25.0,20.0
9489,History,november-2024,31,40,,31,28,25,22.0,19.0
9489,History,november-2024,32,40,,31,28,25,22.0,19.0
9489,History,november-2024,33,40,,31,28,25,22.0,19.0
9489,History,november-2024,41,60,,42,38,34,29.0,24.0
9489,History,november-2024,42,60,,42,38,34,29.0,24.0
9489,History,november-2024,43,60,,42,38,34,29.0,24.0
9489,History,november-2024,50,75,,54,45,36,27.0,18.0
9489,History,november-2024,60,75,,54,45,36,27.0,18.0
9626,Information Technology,november-2024,02,90,,63,55,49,43.0,37.0
9626,Information Technology,november-2024,04,90,,65,59,50,43.0,34.0
9626,Information Technology,november-2024,11,70,,37,33,28,23.0,19.0
9626,Information Technology,november-2024,12,70,,37,33,28,23.0,19.0
9626,Information Technology,november-2024,13,70,,37,33,28,23.0,19.0
9626,Information Technology,november-2024,32,70,,40,34,31,26.0,22.0
9626,Information Technology,november-2024,33,70,,40,34,31,26.0,22.0
9980,International Project A Level,november-2024,01,80,,57,50,43,36.0,30.0
9488,Islamic Studies,november-2024,12,50,,39,34,29,25.0,21.0
9488,Islamic Studies,november-2024,22,50,,38,33,29,24.0,20.0
9488,Islamic Studies,november-2024,32,50,,39,34,29,24.0,19.0
9488,Islamic Studies,november-2024,42,50,,37,32,27,22.0,17.0
8695,Language and Literature in English AS Level,november-2024,11,50,,32,27,24,21.0,18.0
8695,Language and Literature in English AS Level,november-2024,12,50,,32,27,24,21.0,18.0
8695,Language and Literature in English AS Level,november-2024,13,50,,32,27,24,21.0,18.0
8695,Language and Literature in English AS Level,november-2024,21,50,,36,32,28,24.0,21.0
8695,Language and Literature in English AS Level,november-2024,22,50,,36,32,28,24.0,21.0
8695,Language and Literature in English AS Level,november-2024,23,50,,36,32,28,24.0,21.0
9084,Law,november-2024,11,75,,46,44,37,30.0,24.0
9084,Law,november-2024,12,75,,46,44,37,30.0,24.0
9084,Law,november-2024,13,75,,46,44,37,30.0,24.0
9084,Law,november-2024,21,60,,40,33,29,25.0,21.0
9084,Law,november-2024,22,60,,40,33,29,25.0,21.0
9084,Law,november-2024,23,60,,40,33,29,25.0,21.0
9084,Law,november-2024,31,75,,45,39,34,30.0,24.0
9084,Law,november-2024,32,75,,45,39,34,30.0,24.0
9084,Law,november-2024,41,75,,43,37,33,29.0,26.0
9084,Law,november-2024,42,75,,43,37,33,29.0,26.0
9695,Literature in English,november-2024,11,50,,36,32,28,24.0,21.0
9695,Literature in English,november-2024,12,50,,36,32,28,24.0,21.0
9695,Literature in English,november-2024,13,50,,36,32,28,24.0,21.0
9695,Literature in English,november-2024,21,50,,33,29,25,22.0,18.0
9695,Literature in English,november-2024,22,50,,33,29,25,22.0,18.0
9695,Literature in English,november-2024,23,50,,33,29,25,22.0,18.0
9695,Literature in English,november-2024,31,50,,38,32,28,24.0,20.0
9695,Literature in English,november-2024,32,50,,38,32,28,24.0,20.0
9695,Literature in English,november-2024,33,50,,38,32,28,24.0,20.0
9695,Literature in English,november-2024,41,50,,40,34,29,24.0,19.0
9695,Literature in English,november-2024,42,50,,40,34,29,24.0,19.0
9695,Literature in English,november-2024,43,50,,40,34,29,24.0,19.0
9693,Marine Science,november-2024,11,75,,52,41,34,27.0,21.0
9693,Marine Science,november-2024,12,75,,52,41,34,27.0,21.0
9693,Marine Science,november-2024,13,75,,52,41,34,27.0,21.0
9693,Marine Science,november-2024,21,75,,49,43,36,29.0,22.0
9693,Marine Science,november-2024,22,75,,49,43,36,29.0,22.0
9693,Marine Science,november-2024,23,75,,49,43,36,29.0,22.0
9693,Marine Science,november-2024,31,75,,49,42,35,28.0,20.0
9693,Marine Science,november-2024,32,75,,49,42,35,28.0,20.0
9693,Marine Science,november-2024,33,75,,49,42,35,28.0,20.0
9693,Marine Science,november-2024,41,75,,50,43,36,29.0,22.0
9693,Marine Science,november-2024,42,75,,50,43,36,29.0,22.0
9693,Marine Science,november-2024,43,75,,50,43,36,29.0,22.0
9709,Mathematics,november-2024,11,75,,52,44,34,25.0,15.0
9709,Mathematics,november-2024,12,75,,52,44,34,24.0,15.0
9709,Mathematics,november-2024,13,75,,55,47,37,27.0,18.0
9709,Mathematics,november-2024,21,50,,40,35,27,20.0,12.0
9709,Mathematics,november-2024,22,50,,40,35,27,20.0,12.0
9709,Mathematics,november-2024,23,50,,40,35,27,20.0,12.0
9709,Mathematics,november-2024,31,75,,54,45,37,29.0,20.0
9709,Mathematics,november-2024,32,75,,51,42,35,27.0,19.0
9709,Mathematics,november-2024,33,75,,55,45,37,29.0,20.0
9709,Mathematics,november-2024,41,50,,38,34,27,19.0,12.0
9709,Mathematics,november-2024,42,50,,33,27,21,15.0,9.0
9709,Mathematics,november-2024,43,50,,41,34,26,19.0,11.0
9709,Mathematics,november-2024,51,50,,40,36,29,22.0,15.0
9709,Mathematics,november-2024,52,50,,40,36,29,22.0,15.0
9709,Mathematics,november-2024,53,50,,40,34,28,22.0,15.0
9709,Mathematics,november-2024,61,50,,43,38,31,24.0,17.0
9709,Mathematics,november-2024,62,50,,42,38,30,22.0,14.0
9709,Mathematics,november-2024,63,50,,43,38,31,24.0,17.0
9607,Media Studies,november-2024,01,50,,40,35,30,25.0,20.0
9607,Media Studies,november-2024,02,50,,40,35,30,25.0,20.0
9607,Media Studies,november-2024,03,50,,40,35,30,25.0,20.0
9607,Media Studies,november-2024,04,60,,46,40,34,29.0,24.0
9483,Music,november-2024,02,100,,75,65,56,48.0,40.0
9483,Music,november-2024,03,100,,80,70,60,50.0,40.0
9483,Music,november-2024,04,100,,80,70,60,50.0,40.0
9483,Music,november-2024,05,100,,80,70,60,50.0,40.0
9483,Music,november-2024,11,100,,70,57,49,40.0,31.0
9483,Music,november-2024,12,100,,70,57,49,40.0,31.0
9483,Music,november-2024,13,100,,70,57,49,40.0,31.0
9702,Physics,november-2024,11,40,,29,24,20,18.0,14.0
9702,Physics,november-2024,12,40,,30,25,22,19.0,16.0
9702,Physics,november-2024,13,40,,29,24,20,18.0,14.0
9702,Physics,november-2024,21,60,,44,37,32,26.0,20.0
9702,Physics,november-2024,22,60,,44,37,30,25.0,18.0
9702,Physics,november-2024,23,60,,47,39,33,26.0,19.0
9702,Physics,november-2024,31,40,,32,29,26,23.0,21.0
9702,Physics,november-2024,33,40,,31,28,25,22.0,19.0
9702,Physics,november-2024,34,40,,31,29,26,23.0,21.0
9702,Physics,november-2024,35,40,,31,29,25,22.0,19.0
9702,Physics,november-2024,36,40,,31,29,26,23.0,21.0
9702,Physics,november-2024,41,100,,68,61,49,36.0,23.0
9702,Physics,november-2024,42,100,,70,63,51,39.0,26.0
9702,Physics,november-2024,43,100,,68,61,49,36.0,23.0
9702,Physics,november-2024,51,30,,23,21,18,16.0,13.0
9702,Physics,november-2024,52,30,,24,21,17,13.0,10.0
9702,Physics,november-2024,53,30,,23,21,18,16.0,13.0
9990,Psychology,november-2024,11,60,,38,35,29,24.0,18.0
9990,Psychology,november-2024,12,60,,38,33,28,23.0,18.0
9990,Psychology,november-2024,13,60,,38,33,28,23.0,18.0
9990,Psychology,november-2024,21,60,,40,35,30,25.0,21.0
9990,Psychology,november-2024,22,60,,38,35,30,25.0,21.0
9990,Psychology,november-2024,23,60,,38,35,30,25.0,21.0
9990,Psychology,november-2024,31,60,,32,28,24,20.0,16.0
9990,Psychology,november-2024,32,60,,32,28,24,20.0,16.0
9990,Psychology,november-2024,33,60,,32,28,24,20.0,16.0
9990,Psychology,november-2024,41,60,,31,27,23,19.0,15.0
9990,Psychology,november-2024,42,60,,31,27,23,19.0,15.0
9990,Psychology,november-2024,43,60,,31,27,23,19.0,15.0
9990,Psychology,november-2024,50,75,,54,45,36,27.0,18.0
